Books,"The Evolution Of Gods : The Scientific Origin Of Divinity And Religion Review I liked this book very much. Since my childhood, I was much skeptical and confused about gods and their roles in our life. Whether some divine power created and nourished humans or this dogma was a human projection. I always asked if one God made us then why He created poor & rich, beautiful & ugly and so on. This book taught me that all gods are imaginary and made by us for our convenience. The author has provided several interesting evidence to support his main argument that humans created gods. He has discussed prehistoric religion to depict how humanity would have invented gods. He has mentioned a brief history of religions to explain how we built religions. This book has one amazing chapter to discuss the problems created by religions for modern humans. The book has a lot of great and altogether new ideas. --Radha Krishna Jan 11, 2013I rarely write a review, even then I am writing, since I absolutely loved this book. I am surprised to read the contents, which are altogether new. This book has compiled several religious practices prevalent during the prehistoric and historic time. After reading those, a clear cut picture appears how and why humans would have created or imagined their gods. Humans imagined and worshipped the divine powers or gods in order to explain their mysteries and miseries. The author has established that religions caused and nourished the most common human miseries like women exploitation, poverty, slavery, Tantar-Mantra and several diseases. I have been a devotee, but certainly have problems with several aspects of religions. This wonderful book has explained almost all my previous questions and specially the impact of the concept of gods on humans today. This book has shattered my faith. It is a painful experience to know that all religious dogmas and gods are an illusion. Now, I do not have an imaginary savior to protect me. Yes, if my savior was my imagination or illusion then this book have done a great job to open my eyes. In the long run this may help me, since I would now believe myself only --Ayush Mittal Feb 1, 2013The Title says it all. We heard about evolution of organisms and mankind before but this time Gods have been proved to be evolved. Such kind of books should be included in school text-books so that the young minds can set themselves free. The author never becomes judgmental at any point. He just provide details with solid & concrete evidences. --Manjil Mukherjee Sep 13, 2012 				    	 					 Book Description The Evolution of Gods: The Scientific Origin of Divinity and Religions Did gods create mankind, or did mankind create gods? Why, when and how did mankind begin to worship gods? Religious scriptures the world over claim that one or the other god made all plants and animals, but science has not yet identified any supernatural power that created and governed living beings. Was it man who came up with the idea of gods to help him cope with his own fears? Could it be that ancient people attributed natural phenomena-unfathomable and frightening to them-to the working of invisible gods? What kind of sufferings or fears made people bow before unseen powers or gods as we call them? When were these gods created? Who invented morals and methods of worship? Who wrote the ancient scriptures such as the Bible and the Vedas? Most crucially, have gods and the scriptures shaped our responses to the world around us? The Evolution of Gods seeks to answer these questions, and explains scientifically how, when and why religions and gods came into being. Ajay Kansal marshals anthropological and historical facts about the development of religions in a simple and straight forward manner to assert that it was mankind that created gods, and not the other way around. 				    	 					              See all Product description"
Books,"Beyond Religion: Ethics for a Whole World About the Author His Holiness the Dalai Lama is the exiled spiritual leader of the Tibetan people. He was awarded the Nobel peace prize in 1989. He is the author of many books about Buddhism. He lives in Dharamsala, India."
Books,"The Prophet About the Author Kahlil Gibran, author of The Prophet, was a Lebanese-American artist, poet and writer. Known as the ‘Bard of Washington Street’, Gibran is the third most-read poet in the world. His other works include-Garden of The Prophet, The Death of The Prophet and Tears and Laughter."
Books,"The Hindu View Of Life About the Author Professor S. Radhakrishnan (1888-1975) was a prominent philosopher, author and educationalist. He was equally at home in the European and Asiatic traditions of thought, and devoted an immense amount of energy to interpreting Indian religion, culture and philosophy for the rest of the world. He was a visiting professor at many foreign universities, and served as India's Ambassador Extraordinary to the USSR from 1949 to 1952. He was elected to the office of vice-president of India in 1957. He became the President of India in 1962 and held this rank until 1967, when he retired from public life. He wrote a number of books for readers the world over. Some of his outstanding works are The Hindu View of Life, Indian Philosophy, Vols I and II, and a seminal translation of and commentary on the Bhagavadgita."
Books,Raising Positive Kids in a Negative World
Books,Bhagvad gita as it is english new edition Bhagvad gita as it is english new edition
Books,"Raising Positive Kids in a Negative World From the Inside Flap ing motivational author reveals his simple prescription for success with children, step by positive step. Drawing on his experiences as teacher and parent, Zig Ziglar offers sensible guidelines on praise and encouragement, drugs, discipline, sex and romance, and much more."
Books,"The Prophet About the Author Kahlil Gibran (18871931) was a LebaneseAmerican poet, writer and artist. His work has been translated into more than twenty languages, and his drawings and paintings have been exhibited worldwide."
Books,The Monk Who Sold His Ferrari 
Books,"The Prophet About the Author Kahlil Gibran, author of The Prophet, was a Lebanese-American artist, poet and writer. Known as the ‘Bard of Washington Street’, Gibran is the third most-read poet in the world. His other works include-Garden of The Prophet, The Death of The Prophet and Tears and Laughter."
Books,Bhagvad gita as it is english new edition Bhagvad gita as it is english new edition
Books,"The Hindu View Of Life About the Author Professor S. Radhakrishnan (1888-1975) was a prominent philosopher, author and educationalist. He was equally at home in the European and Asiatic traditions of thought, and devoted an immense amount of energy to interpreting Indian religion, culture and philosophy for the rest of the world. He was a visiting professor at many foreign universities, and served as India's Ambassador Extraordinary to the USSR from 1949 to 1952. He was elected to the office of vice-president of India in 1957. He became the President of India in 1962 and held this rank until 1967, when he retired from public life. He wrote a number of books for readers the world over. Some of his outstanding works are The Hindu View of Life, Indian Philosophy, Vols I and II, and a seminal translation of and commentary on the Bhagavadgita."
Books,"Raising Positive Kids in a Negative World About the Author The late Zig Ziglar was a motivational speaker, teacher and trainer who traveled the world over delivering his messages of humor, hope and encouragement. As a world renowned author and speaker, Zig had an appeal that transcended barriers of age, culture and occupation. From 1970 until 2010, he traveled over five million miles across the world delivering powerful life improvement messages, cultivating the energy of change. Recognized by his peers as the quintessential motivational ge nius of our times, Zig Ziglar's unique delivery style and powerful messages earned him many honors and today he is still considered one of the most versatile authorities on the science of human potential."
Books,The Hindu View of Life 
Books,Raising Positive Kids in a Negative World
Books,Some Outlines of the Religion of Experience: A Book for Laymen and the Unchurched (Classic Reprint) 
Books,"Society Tea Premium Darjeeling Tea, 250g Once known as the Queen of Tea, Society Premium Darjeeling tea embodies the best and brightest attributes of tea from this region. Rich, smooth and strong, without being overpowering, this blend is best enjoyed the traditional way, strong with a hint of sweet and either milk or lemon."
Books,"Society Tea Instant Masala Tea Premix, 1kg Delicately spiced, perfectly blended and supremely convenient, this masala tea premix, is perfect for working professionals who'd love a quick pick me up, on the go. Simply add hot water to this premix and in a minute you could be enjoying a piping hot cuppa, Indian style."
Books,"Society Tea Regular Tea Pouch, 1kg Truly, tea as it should be. Strong, robust and packed with flavour beyond all reckoning, Society Tea delivers with this blend yet again. Taken either with milk or with lemon, this brew is sure to get you feeling energised and revitalised, ready to take on new challenges, through the course of the day."
Books,"Society CTC Dust Tea, 500g Crushed, twisted and curled each tea leaf is carefully picked to create and amalgamation of exquisite aroma and taste. The CTC process ensures that the Society tea offers the perfect infusion of rich color and strong flavor providing each customer a cuppa to cherish.."
Books,"Society Tea Instant Masala Tea Premix, 1kg Delicately spiced, perfectly blended and supremely convenient, this masala tea premix, is perfect for working professionals who'd love a quick pick me up, on the go. Simply add hot water to this premix and in a minute you could be enjoying a piping hot cuppa, Indian style."
Books,"Society Tea Leaf Mini Jar, 250g Crushed, twisted and curled each tea leaf is carefully picked to create and amalgamation of exquisite aroma and taste. The CTC process ensures that the Society tea offers the perfect infusion of rich color and strong flavor providing each customer a cuppa to cherish.."
Books,"Society Tea Regular Tea Pouch, 1kg Truly, tea as it should be. Strong, robust and packed with flavour beyond all reckoning, Society Tea delivers with this blend yet again. Taken either with milk or with lemon, this brew is sure to get you feeling energised and revitalised, ready to take on new challenges, through the course of the day."
Books,"Society Leaf Tea Premium Packet, 1000g Crushed, twisted and curled each tea leaf is carefully picked to create and amalgamation of exquisite aroma and taste. The CTC process ensures that the Society tea offers the perfect infusion of rich color and strong flavor providing each customer a cuppa to cherish."
Books,"Society Tea Premium Green Tea, 250g Dubbed 'nature's all in one solution', green tea is packed to the hilt with flavonoids, antioxidants and other helpful properties. A couple of cups on a daily basis can help fight most ailments and keep you in the pink of health. Society Premium green tea represents the best quality and value in this space."
Books,"Society Tea Leaf Mini Jar, 250g Crushed, twisted and curled each tea leaf is carefully picked to create and amalgamation of exquisite aroma and taste. The CTC process ensures that the Society tea offers the perfect infusion of rich color and strong flavor providing each customer a cuppa to cherish.."
Clothing & Accessories,Woopower 36M Pink for 024M Baby Trouser Top Sets3Pcs Boy Girl Hooded Topsstriped Pantshairband Outfits36Mpink Size name36m colourpink description100 brand new and type children setgender unisexfor season autumn springcoloroptional pink greensize table 7080 90 100cminchsize tops length bust pants length age70 32 1260 46 1811 37 1457 36m80 34 1339 48 1890 39 1535 612m90 36 1417 52 2047 41 1614 1218m100 38 1496 54 2126 44 1732 1824mnote1 due to the light and screen difference the items color may be slightly different from the pictures2 please allow 12 cm differences due to manual measurement3 the age is just formend please kindly refer to your kids actual height and the size chart before buyingbidding thanks4 if your kid is chubby wemend choosing a larger size thanks
Clothing & Accessories,Amour Butterfly Design Sunglasses For Girls 6+ Years { SKU16 } Amour Butterfly Design Sunglasses to give full protection. Very light weight. Highly durable. Its safe for kids eyes and give full eye protection against harmful uv rays.
Clothing & Accessories,Vaenait Baby 024M Baby Girls Rashguard Swimwear One Piece Lauren Pink Baby S
Clothing & Accessories,Amour Butterfly Design Sunglasses For Girls 6+ Years { SKU16 } Amour Butterfly Design Sunglasses to give full protection. Very light weight. Highly durable. Its safe for kids eyes and give full eye protection against harmful uv rays.
Clothing & Accessories,Kuchipoo Girl's Cotton Regular Fit T-Shirt - Pack of 5
Clothing & Accessories,Orange and Orchid Baby Girl's A-Line Knee-Long Dress (Pack of 2)
Clothing & Accessories,Kuchipoo Girl's Cotton Regular Fit T-Shirt - Pack of 5
Clothing & Accessories,"Gopuja New Born Baby Multi-Color Long Sleeve Cotton Sleep Suit Romper for Boys and Girls Set of 3 Gopuja romper Made for baby's delicate skin friendly which make your kid more beautiful and more comfortable too. In supersoft knits with delicate details, each piece is designed for baby's every day."
Clothing & Accessories,Vaenait Baby 024M Baby Girls Rashguard Swimwear One Piece Lauren Pink Baby L Vaenait Baby 0-24M Baby Girls Rashguard Swimwear One Piece Lauren Pink Baby L
Clothing & Accessories,Orange and Orchid Baby Girl's A-Line Knee-Long Dress (Pack of 2)
Clothing & Accessories,"Mothercare Baby Boy's Animal Print Regular fit T-Shirt We know that little cubs need lots of cozy layers in the colder months, and this tee makes a fun addition to their wardrobe. Finished in grey marl with a blue bear print, there's a split seam to let them run, jump and lounge comfortably. With long, cozy sleeves, it's perfect for keeping tiny arms warm on cooler days."
Clothing & Accessories,"Mothercare Baby Boys' Bodysuit Get your little one ready for stellar adventures in this fun set of bodysuits with out of this world prints and long sleeves to keep little arms warm. What's more, they're easy to slip over baby's precious head using the stretchy envelope necks, so they can enjoy every nap and playtime in comfort."
Clothing & Accessories,"Zibuyu Men Winter Warm Fleece Thermal Motorcycle Ski Snow Snowboard Gloves Features:1. Adopts high-grade polar fleece fabric, soft and comfortable, good thermal performance, and can be effectively antiskid.2. Adopts stylish splicing appearance design, fine workmanship, very unique.3. Wrist part elastic closing design, effectively preventing cold air into the gloves and the wastage of inner temperature.4. Thick design, warm and good, feel comfortable5. Suitable for all occasions: Winter travel, cycling, etc6. Washing instructions: 30 degrees water temperature, low temperature ironing, can not be bleached with ammonia, not be turned over to drySpecifications:1. Material: Polar fleece2. Overall length (length from middle finger to wrist): about 25cm3. Opening length: about 11.5cm4. Middle finger length: about 9.5cm5. Size: Free6. Palm width: about 10.5cm7. Applicable gender: Male8. Applicable age: Adult9. Comfort: Soft10. Quantity: 1 Pair11. Color: Black, Green, Brown, Red, BluePackage inckuded:1 x Pair of Windproof Men Thermal Winter Motorcycle Ski Snow Snowboard Gloves"
